,Symbol,Sector,MarketCap,Industry,ETF,Name
4947,IMOS,Technology,195717576.8,Semiconductors,N,ChipMOS TECHNOLOGIES INC.
4948,IMPV,Technology,1513619039.5,Computer Software: Prepackaged Software,N,"Imperva, Inc. - Common Stock"
4949,IMQ,,,Not Applic,N,INTERSTAR MILLENNIUM SERIES 2004-1E TRUST
4950,IMRN,Health Care,2961508.942,Major Pharmaceuticals,N,Immuron Limited
4952,IMS,,,Software & Services,N,IMPELUS LIMITED
4953,IMTB,,,,Y,iShares Core 5-10 Year USD Bond ETF
4954,IMTE,Consumer Non-Durables,15332943.8,Consumer Electronics/Appliances,N,Integrated Media Technology Limited
4955,IMTM,,,,Y,iShares Edge MSCI Intl Momentum Factor ETF
4956,IMU,,,"Pharmaceuticals, Biotechnology & Life Sciences",N,IMUGENE LIMITED
4957,IMUC,Health Care,10312235.499,Major Pharmaceuticals,N,"ImmunoCellular Therapeutics, Ltd."
4960,IMX,,,Not Applic,N,INTERSTAR MILLENNIUM SERIES 2003-3G TRUST
4961,INA,,,Real Estate,N,INGENIA COMMUNITIES GROUP
4962,INAP,Technology,79526818.56,"Computer Software: Programming, Data Processing",N,Internap Corporation - Common Stock
4963,INB,n/a,231652100.68,Not Applic,N,INTERSTAR MILLENNIUM SERIES 2006-2G TRUST
4964,INBK,Finance,340648618.5,Major Banks,N,First Internet Bancorp - Common Stock
4966,INCO,,,,Y,Columbia India Consumer ETF
4967,INCY,Health Care,19058779375.79,Biotechnology: Commercial Physical & Biological Resarch,N,Incyte Corporation - Common Stock
4968,IND,,,Energy,N,INDUS ENERGY NL
4969,INDA,,,,Y,Ishares MSCI India ETF
4970,INDB,Finance,2029420350.9,Major Banks,N,Independent Bank Corp. - Common Stock
4971,INDF,,,,Y,iShares Edge MSCI Multifactor Industrials ETF
4972,INDL,,,,Y,Direxion Daily MSCI India Bull 3x Shares
4973,INDU,Finance,280025000.0,Business Services,N,Industrea Acquisition Corp.
4976,INDY,n/a,1249515500.0,n/a,Y,iShares S&P India Nifty 50 Index Fund
4977,INF,n/a,184357846.4,Class Pend,N,INDIA FUND LIMITED.
4978,INFI,Health Care,101422866.0,Major Pharmaceuticals,N,"Infinity Pharmaceuticals, Inc."
4979,INFN,Public Utilities,1042304030.5,Telecommunications Equipment,N,Infinera Corporation
4980,INFO,Technology,19095022510.35,"Computer Software: Programming, Data Processing",N,IHS Markit Ltd.
4981,INFR,n/a,0.0,n/a,Y,Legg Mason Global Infrastructure ETF
4982,INFU,Health Care,54013129.798,Medical/Dental Instruments,N,"InfuSystems Holdings, Inc. Common Stock"
4983,INFY,Technology,39573170176.68,EDP Services,N,Infosys Limited
4984,ING,Finance,78687256430.25,"Food, Beverage & Tobacco",N,"ING Group, N.V."
4985,INGN,Health Care,2419917894.15,Industrial Specialties,N,"Inogen, Inc"
4986,INGR,Consumer Non-Durables,9849816900.0,Packaged Foods,N,Ingredion Incorporated
4987,INH,,,Not Applic,N,INTERSTAR MILLENNIUM SERIES 2006-4H TRUST
4988,INK,,,Energy,N,INDAGO ENERGY LIMITED
4989,INKM,,,,Y,SPDR SSgA Income Allocation ETF
4990,INM,,,Real Estate,N,IRON MOUNTAIN INCORPORATED
4991,INN,Consumer Services,1673639221.35,Real Estate Investment Trusts,N,INTERSTAR MILLENNIUM SERIES 2006-3L TRUST
4998,INO,Health Care,397303121.6,Medical/Dental Instruments,N,"Inovio Pharmaceuticals, Inc."
4999,INOD,Technology,30535395.72,EDP Services,N,Innodata Inc.
5000,INOV,Technology,2027636242.9,EDP Services,N,"Inovalon Holdings, Inc."
5001,INP,,,,N,Barclays Bank Plc iPath ETNs linked to the MSCI India Total Return Index
5002,INPX,Technology,18503250.835,EDP Services,N,Inpixon  - Common Stock
5003,INR,,,,N,Market Vectors Indian Rupee/USD  ETN
5004,INS,Technology,43071831.5184,Computer Software: Prepackaged Software,N,Intelligent Systems Corporation Common Stock
5005,INSE,Technology,178200021.15,Computer Software: Prepackaged Software,N,"Inspired Entertainment, Inc."
5006,INSG,Consumer Durables,97335128.36,Telecommunications Equipment,N,Inseego Corp.
5007,INSI,n/a,210559288.1,n/a,N,Insight Select Income Fund
5008,INSM,Health Care,2314580291.98,Major Pharmaceuticals,N,"Insmed, Inc."
5009,INST,Technology,1020412275.2,Computer Software: Prepackaged Software,N,"Instructure, Inc."
5010,INSW,Consumer Services,540198793.05,Marine Transportation,N,"International Seaways, Inc."
5011,INSY,Health Care,659116683.5,Major Pharmaceuticals,N,"Insys Therapeutics, Inc."
5012,INT,Energy,1919696653.18,Oil Refining/Marketing,N,World Fuel Services Corporation
5013,INTC,Technology,207745200000.0,Semiconductors,N,Intel Corporation
5014,INTF,,,,Y,iShares Edge MSCI Multifactor Intl ETF
5015,INTG,Consumer Services,56014184.4224,Building operators,N,The Intergroup Corporation - Common Stock
5016,INTL,Finance,826381258.05,Investment Bankers/Brokers/Service,N,INTL FCStone Inc.
5017,INTT,Capital Goods,94758827.8,Electrical Products,N,inTest Corporation Common Stock
5018,INTU,Technology,42000721249.55,Computer Software: Prepackaged Software,N,Intuit Inc. - Common Stock
5019,INTX,Technology,48664015.94,EDP Services,N,"Intersections, Inc."
5020,INUV,Consumer Services,24812350.1208,Advertising,N,"Inuvo, Inc"
5021,INV,,,Diversified Financials,N,INVESTSMART GROUP LIMITED
5022,INVA,Health Care,1568384348.52,Major Pharmaceuticals,N,"Innoviva, Inc."
5023,INVE,Technology,51852302.32,Computer peripheral equipment,N,"Identiv, Inc."
5024,INVH,Finance,11671869803.16,Real Estate,N,Invitation Homes Inc. Common Stock
5025,INWK,Miscellaneous,556069690.5,Business Services,N,"InnerWorkings, Inc. - Common Stock"
5026,INXN,Technology,4206866460.0,"Computer Software: Programming, Data Processing",N,InterXion Holding N.V.
5027,INXX,,,,Y,Columbia India Infrastructure ETF
5028,IO,Energy,221863943.5,Oil & Gas Production,N,Ion Geophysical Corporation
5029,IOD,,,Class Pend,N,IODM LIMITED
5030,IOF,,,Real Estate,N,INVESTA OFFICE FUND
5031,IOG,,,Energy,N,INCREMENTAL OIL AND GAS LIMITED
5032,IOIL,,,,Y,IQ Global Oil Small Cap ETF
5033,IONS,Health Care,6440695961.44,Major Pharmaceuticals,N,"Ionis Pharmaceuticals, Inc."
5034,IOO,,,,Y,iShares Global 100 ETF
5035,IOR,Consumer Services,43766247.0,Real Estate Investment Trusts,N,"Income Opportunity Realty Investors, Inc."
5036,IOSP,Basic Industries,1753594823.75,Major Chemicals,N,Innospec Inc.
5037,IOT,,,Consumer Durables & Apparel,N,IOT GROUP LIMITED
5038,IOTS,Technology,141631166.0,Semiconductors,N,Adesto Technologies Corporation
5039,IOVA,Health Care,697274083.2,Biotechnology: Biological Products (No Diagnostic Substances),N,"Iovance Biotherapeutics, Inc."
5040,IP,Basic Industries,25390955632.9,Paper,N,International Paper Company
5042,IPAC,,,,Y,iShares Core MSCI Pacific ETF
5043,IPAR,Consumer Non-Durables,1490726554.4,Package Goods/Cosmetics,N,"Inter Parfums, Inc."
5044,IPAS,Technology,30701376.58,EDP Services,N,iPass Inc. - Common Stock
5045,IPAY,,,,Y,ETFMG Prime Mobile Payments ETF
5046,IPB,Finance,0.0,Energy,Y,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificates Series 2003-1"
5047,IPC,,,Diversified Financials,N,IMPERIAL PACIFIC LIMITED
5048,IPCC,Finance,1164786220.0,Property-Casualty Insurers,N,Infinity Property and Casualty Corporation - Common Stock
5049,IPCI,Health Care,28457702.3,Major Pharmaceuticals,N,Intellipharmaceutics International Inc. - Common Stock
5050,IPD,,,Health Care Equipment & Services,N,IMPEDIMED LIMITED
5051,IPDN,Technology,16797991.4874,"Computer Software: Programming, Data Processing",N,"Professional Diversity Network, Inc."
5052,IPE,,,Diversified Financials,Y,IPE LIMITED
5053,IPFF,,,,Y,iShares International Preferred Stock ETF
5054,IPG,Technology,8386173436.94,Advertising,N,"Interpublic Group of Companies, Inc. (The)"
5055,IPGP,Technology,14074209340.7,Semiconductors,N,IPG Photonics Corporation
5056,IPH,,,Commercial & Professional Services,N,IPH LIMITED
5057,IPHI,Technology,1610745576.37,Semiconductors,N,Inphi Corporation
5058,IPHS,Consumer Durables,916300304.64,Specialty Chemicals,N,"Innophos Holdings, Inc. - Common Stock"
5059,IPI,Basic Industries,544007813.44,Mining & Quarrying of Nonmetallic Minerals (No Fuels),N,"Intrepid Potash, Inc Common Stock"
5060,IPKW,n/a,254598500.0,n/a,Y,PowerShares International BuyBack Achievers Portfolio
5061,IPL,,,Materials,N,INCITEC PIVOT LIMITED
5064,IPO,,,,Y,Renaissance IPO ETF
5065,IPOA,Finance,865087500.0,Business Services,N,Social Capital Hedosophia Holdings Corp.
5069,IPOS,,,,Y,Renaissance Capital Greenwich Fund
5070,IPT,,,Materials,N,IMPACT MINERALS LIMITED
5071,IPWR,Energy,17915034.88,Industrial Machinery/Components,N,Ideal Power Inc.
5072,IPXL,Health Care,1511918949.6,Major Pharmaceuticals,N,"Impax Laboratories, Inc."
5074,IQDE,,,,Y,FlexShares International Quality Dividend Defensive Index Fund
5075,IQDF,,,,Y,FlexShares International Quality Dividend Index Fund
5076,IQDG,,,,Y,WisdomTree International Quality Dividend Growth Fund
5077,IQDY,,,,Y,FlexShares International Quality Dividend Dynamic Index Fund
5078,IQI,n/a,650999541.07,n/a,N,Invesco Quality Municipal Income Trust Common Stock
5079,IQLT,,,,Y,iShares Edge MSCI Intl Quality Factor ETF
5080,IQV,Health Care,20844544331.4,Biotechnology: Commercial Physical & Biological Resarch,N,"IQVIA Holdings, Inc. Common Stock"
5081,IR,Capital Goods,22533084065.7,Auto Parts:O.E.M.,N,Ingersoll-Rand plc (Ireland)
5082,IRBT,Consumer Durables,2455469109.5,Consumer Electronics/Appliances,N,iRobot Corporation - Common Stock
5083,IRC,,,Materials,N,INTERMIN RESOURCES LIMITED
5084,IRCP,Consumer Services,42618589.5,Building operators,N,IRSA Propiedades Comerciales S.A.
5085,IRD,,,Materials,N,IRON ROAD LIMITED
5086,IRDM,Consumer Durables,1229534933.05,Telecommunications Equipment,N,Iridium Communications Inc - Common Stock
5088,IRE,,,Software & Services,N,IRESS LIMITED
5089,IRET,Consumer Services,681811199.44,Real Estate Investment Trusts,N,Investors Real Estate Trust Shares of Beneficial Interest
5092,IRI,,,Software & Services,N,INTEGRATED RESEARCH LIMITED
5093,IRIX,Health Care,92059545.15,Biotechnology: Electromedical & Electrotherapeutic Apparatus,N,IRIDEX Corporation - Common Stock
5094,IRL,n/a,47600882.42,Materials,N,"New Ireland Fund, Inc. (The)"
5095,IRM,Consumer Services,10224609625.02,Real Estate Investment Trusts,N,Iron Mountain Incorporated
5096,IRMD,Health Care,161495064.9,Medical/Dental Instruments,N,iRadimed Corporation
5097,IROQ,Finance,79275492.3888,Savings Institutions,N,"IF Bancorp, Inc."
5098,IRR,n/a,152981574.91,n/a,N,Voya Natural Resources Equity Income Fund
5099,IRS,Consumer Services,1653278646.22,Homebuilding,N,IRSA Inversiones Y Representaciones S.A. Common Stock
5100,IRT,Consumer Services,795932277.06,Real Estate Investment Trusts,N,"Independence Realty Trust, Inc."
5101,IRTC,Health Care,1409683185.78,Medical/Dental Instruments,N,"iRhythm Technologies, Inc."
5102,IRWD,Health Care,2231363804.0,Major Pharmaceuticals,N,"Ironwood Pharmaceuticals, Inc."
5104,ISBC,Finance,4359683568.96,Major Banks,N,"Investors Bancorp, Inc. - Common Stock"
5105,ISCA,Consumer Services,1789658833.5,Services-Misc. Amusement & Recreation,N,International Speedway Corporation - Class A Common Stock
5106,ISCF,,,,Y,iShares Edge MSCI Intl Size Factor ETF
5107,ISD,n/a,494860053.12,Software & Services,N,"Prudential Short Duration High Yield Fund, Inc."
5108,ISDR,Miscellaneous,51529462.283999994,Publishing,N,Issuer Direct Corporation
5109,ISF,Finance,0.0,Commercial Banks,N,"ING Group, N.V."
5110,ISG,Finance,0.0,Commercial Banks,N,"ING Group, N.V. Perpetual Dent Secs 6.125%"
5111,ISH,,,Materials,N,ISHINE INTERNATIONAL RESOURCES LIMITED
5112,ISHG,n/a,77126220.0,n/a,Y,iShares 1-3 Year International Treasury Bond ETF
5113,ISIG,Consumer Services,16442252.88,Advertising,N,"Insignia Systems, Inc."
5114,ISL,n/a,83249374.8,n/a,N,"Aberdeen Israel Fund, Inc. (The) Common Stock"
5115,ISMD,,,,Y,Inspire Small/Mid Cap Impact ETF
5116,ISNS,Capital Goods,15849306.9238,Industrial Machinery/Components,N,"Image Sensing Systems, Inc."
5117,ISR,Health Care,22562643.5319,Medical/Dental Instruments,N,"IsoRay, Inc."
5118,ISRA,,,,Y,VanEck Vectors Israel ETF
5119,ISRG,Health Care,48303822099.6,Industrial Specialties,N,"Intuitive Surgical, Inc."
5120,ISRL,Energy,300576624.6,Oil & Gas Production,N,"Isramco, Inc. - Common Stock"
5121,ISSC,Technology,50852880.87,EDP Services,N,"Innovative Solutions and Support, Inc. - Common Stock"
5122,ISTB,n/a,1255892000.0,n/a,Y,iShares Core 1-5 Year USD Bond ETF
5123,ISTR,Finance,222329655.0,Major Banks,N,Investar Holding Corporation
5124,ISU,,,Consumer Services,N,ISELECT LIMITED.
5125,ISX,,,Software & Services,N,ISIGNTHIS LTD
5126,ISZE,,,,Y,iShares Edge MSCI Intl Size Factor ETF
5127,IT,Consumer Services,11977774635.07,Other Consumer Services,N,"Gartner, Inc. Common Stock"
5128,ITA,,,,Y,iShares U.S. Aerospace & Defense ETF
5129,ITB,,,,Y,iShares U.S. Home Construction ETF
5130,ITCB,Finance,5055746688.8,Major Banks,N,Ita? CorpBanca
5131,ITCI,Health Care,980759939.22,Major Pharmaceuticals,N,Intra-Cellular Therapies Inc. - Common Stock
5132,ITD,,,Health Care Equipment & Services,N,ITL HEALTH GROUP LIMITED
5133,ITE,,,,Y,SPDR Bloomberg Barclays Intermediate Term Treasury ETF
5134,ITEQ,n/a,0.0,n/a,Y,ETF Managers Trust BlueStar TA-BIGITech Israel Technology ETF
5135,ITG,Finance,712128339.6,Investment Bankers/Brokers/Service,N,"Investment Technology Group, Inc."
5136,ITGR,Miscellaneous,1532819772.0,Industrial Machinery/Components,N,Integer Holdings Corporation Common Stock
5137,ITI,Consumer Durables,248854863.18,Telecommunications Equipment,N,"Iteris, Inc."
5138,ITIC,Finance,369857096.0,Specialty Insurers,N,Investors Title Company
5139,ITL,,,Media,N,INTEGRATED MEDIA TECHNOLOGY LIMITED
5140,ITM,,,,Y,VanEck Vectors AMT-Free Intermediate Municipal Index ETF
5141,ITOT,,,,Y,iShares Core S&P Total U.S. Stock Market ETF
5142,ITRI,Capital Goods,2873410730.4,Electrical Products,N,"Itron, Inc. - Common Stock"
5143,ITRN,Consumer Non-Durables,722351630.65,Electronic Components,N,Ituran Location and Control Ltd.
5144,ITT,Capital Goods,4847040000.0,Fluid Controls,N,ITT Inc. Common Stock 
5145,ITUB,Finance,94115156155.48,Major Banks,N,Itau Unibanco Banco Holding SA
5146,ITUS,Miscellaneous,74576201.51,Multi-Sector Companies,N,ITUS Corporation - Common Stock
5147,ITW,Technology,58591278414.7,Industrial Machinery/Components,N,Illinois Tool Works Inc.
5148,IUSB,n/a,2025600000.0,n/a,Y,iShares Core Total USD Bond Market ETF
5149,IUSG,n/a,3639871000.0,n/a,Y,iShares Core S&P U.S. Growth ETF
5150,IUSV,n/a,3368328000.0,n/a,Y,iShares Core S&P U.S. Value ETF
5151,IVAC,Technology,147075797.25,Industrial Machinery/Components,N,"Intevac, Inc. - Common Stock"
5152,IVAL,,,,Y,ValueShares International Quantitative Value ETF
5153,IVC,Health Care,553293896.05,Consumer Services,N,INVOCARE LIMITED
5154,IVE,,,,Y,iShares S&P 500 Value ETF
5158,IVH,n/a,240222776.0,n/a,N,Ivy High Income Opportunities Fund Common Shares of Beneficial Interest
5159,IVLU,,,,Y,iShares Edge MSCI Intl Value Factor ETF
5160,IVO,,,Media,N,INVIGOR GROUP LIMITED
5161,IVOG,,,,Y,Vanguard S&P Mid-Cap 400 Growth ETF
5162,IVOO,,,,Y,Vanguard S&P Mid-Cap 400 ETF
5163,IVOP,,,,N,iPath Inverse S&P 500 VIX Short Term Futures
5164,IVOV,,,,Y,Vanguard S&P Mid-Cap 400 Value ETF
5165,IVQ,,,"Pharmaceuticals, Biotechnology & Life Sciences",N,INVITROCUE LIMITED
5166,IVR,Consumer Services,1968915959.64,Real Estate Investment Trusts,N,INVESCO MORTGAGE CAPITAL INC Common Stock
5173,IVT,,,Commercial & Professional Services,N,INVENTIS LIMITED
5174,IVTY,Health Care,90838666.3,Medical/Dental Instruments,N,"Invuity, Inc. - Common Stock"
5175,IVV,,,,Y,iShares Core S&P 500 ETF
5176,IVW,,,,Y,iShares S&P 500 Growth ETF
5177,IVX,,,"Pharmaceuticals, Biotechnology & Life Sciences",N,INVION LIMITED
5178,IVZ,Finance,15501550422.4,Investment Managers,N,Invesco Ltd Common Stock
5179,IWB,,,,Y,iShares Russell 1000 ETF
5180,IWC,,,,Y,iShares Microcap ETF
5181,IWD,,,,Y,iShares Russell 1000 Value ETF
5182,IWF,,,,Y,iShares Russell 1000 Growth ETF
5183,IWL,,,,Y,iShares Russell Top 200 ETF
5184,IWM,,,,Y,iShares Russell 2000 ETF
5185,IWN,,,,Y,iShares Russell 2000 Value ETF
5186,IWO,,,,Y,iShares Russell 2000 Growth ETF
5187,IWP,,,,Y,iShares Russell Midcap Growth ETF
5188,IWR,,,,Y,iShares Russell Mid-Cap ETF
5189,IWS,,,,Y,iShares Russell Mid-cap Value ETF
5190,IWV,,,,Y,iShares Russell 3000 ETF
5191,IWX,,,,Y,iShares Russell Top 200 Value ETF
5192,IWY,,,,Y,iShares Russell Top 200 Growth ETF
5193,IX,Finance,24588857140.0,Diversified Financial Services,N,Orix Corp Ads Common Stock
5194,IXC,,,,Y,iShares Global Energy ETF
5195,IXG,,,,Y,iShares Global Financial ETF
5196,IXJ,,,,Y,iShares Global Healthcare ETF
5197,IXN,,,,Y,iShares Global Tech ETF
5198,IXP,,,,Y,iShares Global Telecom ETF
5199,IXU,,,Software & Services,N,IXUP LIMITED
5200,IXUS,n/a,8990280000.0,n/a,Y,iShares Core MSCI Total International Stock ETF
5201,IYC,,,,Y,iShares U.S. Consumer Services ETF
5202,IYE,,,,Y,iShares U.S. Energy ETF
5203,IYF,,,,Y,iShares U.S. Financial ETF
5204,IYG,,,,Y,iShares U.S. Financial Services ETF
5205,IYH,,,,Y,iShares U.S. Healthcare ETF
5206,IYJ,,,,Y,iShares U.S. Industrials ETF
5207,IYK,,,,Y,iShares U.S. Consumer Goods ETF
5208,IYLD,,,,Y,iShares Morningstar Multi-Asset Income ETF
5209,IYM,,,,Y,iShares U.S. Basic Materials ETF
5210,IYR,,,,Y,iShares U.S. Real Estate ETF
5211,IYT,,,,Y,iShares Transportation AverageETF
5212,IYW,,,,Y,iShares U.S. Technology ETF
5213,IYY,,,,Y,iShares Dow Jones U.S. ETF
5214,IYZ,,,,Y,iShares U.S. Telecommunications ETF
5215,IZEA,Consumer Services,27944519.68,Advertising,N,IZEA Inc. - Common Stock
5216,IZRL,,,,Y,ARK Israel Innovative Technology ETF
5217,JACK,Consumer Services,2733487101.86,Restaurants,N,Jack In The Box Inc.
5218,JAG,Energy,3210994277.4,Oil & Gas Production,N,Jagged Peak Energy Inc.
5219,JAGX,Health Care,13678688.748,Major Pharmaceuticals,N,"Jaguar Health, Inc. - Common Stock"
5220,JAKK,Consumer Non-Durables,67468575.0,Recreational Products/Toys,N,"JAKKS Pacific, Inc."
5221,JAL,,,Materials,N,JAMESON RESOURCES LIMITED
5222,JAN,,,Commercial & Professional Services,N,JANISON EDUCATION GROUP LIMITED
5223,JASN,Consumer Durables,63877297.26,Miscellaneous manufacturing industries,N,"Jason Industries, Inc. - Common Stock"
5225,JASO,Technology,300533910.62,Semiconductors,N,"JA Solar Holdings, Co., Ltd."
5226,JAT,,,Retailing,N,JATENERGY LIMITED
5227,JAX,Consumer Services,138134654.4,Restaurants,N,"J. Alexander&#39;s Holdings, Inc."
5228,JAY,,,Class Pend,N,JAYRIDE GROUP LIMITED
5229,JAZZ,Health Care,8975188756.16,Major Pharmaceuticals,N,Jazz Pharmaceuticals plc - Ordinary Shares
5230,JBGS,Consumer Services,3923253378.82,Real Estate Investment Trusts,N,JBG SMITH Properties
5231,JBH,,,Retailing,N,JB HI-FI LIMITED
5232,JBHT,Transportation,13241566131.75,Trucking Freight/Courier Services,N,"J.B. Hunt Transport Services, Inc."
5233,JBK,Finance,0.0,Finance: Consumer Services,N,Lehman ABS Corporation
5234,JBL,Technology,4985454527.0,Electrical Products,N,Jabil Inc.
5235,JBLU,Transportation,7198523982.6,Air Freight/Delivery Services,N,JetBlue Airways Corporation - Common Stock
5236,JBN,Finance,0.0,Finance: Consumer Services,N,Select Asset Inc.
5237,JBR,Finance,0.0,Finance: Consumer Services,N,"Select Asset Inc. Corporate Backed Callable Trust Certificates, J.C. Penney Debenture-Backed Series 2006-1, Class A-1"
5238,JBRI,,,,Y,James Biblically Responsible Investment ETF
5239,JBSS,Consumer Non-Durables,717385471.5,Specialty Foods,N,"John B. Sanfilippo & Son, Inc."
5240,JBT,Technology,3557685425.0,Industrial Machinery/Components,N,John Bean Technologies Corporation
5241,JCAP,Consumer Services,264174109.17,Real Estate Investment Trusts,N,"Jernigan Capital, Inc."
5242,JCE,n/a,242568326.04,n/a,N,Nuveen Core Equity Alpha Fund
5243,JCI,Consumer Services,36582446024.36,Capital Goods,N,JC INTERNATIONAL GROUP LIMITED
5244,JCO,n/a,0.0,n/a,N,Nuveen Credit Opportunities 2022 Target Term Fund
5245,JCOM,Technology,3787508580.48,Telecommunications Equipment,N,"j2 Global, Inc. - Common Stock"
5246,JCP,Consumer Services,1212013275.04,Department/Specialty Retail Stores,N,"J.C. Penney Company, Inc. Holding Company"
5247,JCS,Public Utilities,31929771.72,Software & Services,N,"Communications Systems, Inc. - Common Stock"
5249,JD,Consumer Services,42972995272.13,Other Specialty Stores,N,"JD.com, Inc."
5250,JDD,n/a,240259324.61,n/a,N,Nuveen Diversified Dividend and Income Fund
5251,JDIV,,,,Y,JPMorgan U.S. Dividend ETF
5252,JDR,,,Materials,N,JADAR LITHIUM LIMITED
5253,JDST,,,,Y,Direxion Daily Junior Gold Miners Index Bear 3X Shares
5254,JE,Public Utilities,611105431.04,Oil/Gas Transmission,N,"Just Energy Group, Inc. Ordinary Shares (Canada)"
5255,JE$A,,,,N,"Just Energy Group, Inc. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares"
5256,JEC,Basic Industries,9830885906.38,Military/Government/Technical,N,Jacobs Engineering Group Inc.
